	Air Quality Network	Air Quality Network Name	Air Quality Station EoI Code	Air Quality Station Name	Air Pollutant	Air Pollutant Description	Year	Air Pollution Level	Unit Of Air Pollution Level	Data Coverage	Verification	Air Quality Station Type	Air Quality Station Area	Longitude	Latitude	Altitude	Source Of Data Flow	Calculation Time
4744	NET-RS002A	Serbian national AQ network	RS0034A	Kikinda	O3	Ozone (air)	2020	4945.21	ug/m3	97.81	1.0	Background	Urban	20.454	45.8215	78.0	E1a/validated data AQ e-Reporting	31/05/2022 21:31:24
4748	NET-RS002A	Serbian national AQ network	RS0034A	Kikinda	CO	Carbon monoxide (air)	2019	0.001	mg/m3	93.15	1.0	Background	Urban	20.454	45.8215	78.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 20:35:30
4752	NET-RS002A	Serbian national AQ network	RS0035A	Pancevo-Sodara	CO	Carbon monoxide (air)	2021	1.132	mg/m3	93.42	3.0	Industrial	Urban	20.6443	44.863	80.0	E2a/UTD AQ e-Reporting	31/05/2022 20:49:42
4758	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	SO2	Sulphur dioxide (air)	2021	13.154	ug/m3	93.58	3.0	Background	Urban	20.4002	44.8032	74.0	E2a/UTD AQ e-Reporting	31/05/2022 20:29:07
4761	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	PM10	Particulate matter < 10 µm (aerosol)	2020	22.938	ug/m3	99.45	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:33:23
4767	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	O3	Ozone (air)	2021	148.156	ug/m3	91.78	3.0	Background	Urban	20.4002	44.8032	74.0	E2a/UTD AQ e-Reporting	31/05/2022 20:36:41
4771	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	O3	Ozone (air)	2020	2595.799	ug/m3	98.36	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 21:31:24
4772	NET-RS002A	Serbian national AQ network	RS0028A	Belgrade-Mostar	NO2	Nitrogen dioxide (air)	2019	15.107	ug/m3	98.63	1.0	Traffic	Urban	20.4502	44.7987	83.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 20:13:43
4773	NET-RS002A	Serbian national AQ network	RS0028A	Belgrade-Mostar	NO2	Nitrogen dioxide (air)	2020	3.192	ug/m3	100.0	1.0	Traffic	Urban	20.4502	44.7987	83.0	E1a/validated data AQ e-Reporting	31/05/2022 20:13:43
4775	NET-RS002A	Serbian national AQ network	RS0028A	Belgrade-Mostar	NO2	Nitrogen dioxide (air)	2021	157.875	ug/m3	94.12	3.0	Traffic	Urban	20.4502	44.7987	83.0	E2a/UTD AQ e-Reporting	31/05/2022 20:33:02
4776	NET-RS002A	Serbian national AQ network	RS0028A	Belgrade-Mostar	NO2	Nitrogen dioxide (air)	2021	38.829	ug/m3	94.12	3.0	Traffic	Urban	20.4502	44.7987	83.0	E2a/UTD AQ e-Reporting	31/05/2022 20:29:07
4780	NET-RS002A	Serbian national AQ network	RS0028A	Belgrade-Mostar	NO2	Nitrogen dioxide (air)	2021	39.77	ug/m3	96.68	3.0	Traffic	Urban	20.4502	44.7987	83.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 19:56:28
4785	NET-RS002A	Serbian national AQ network	RS0029A	Novi Sad-Rumenacka	SO2	Sulphur dioxide (air)	2019	26.165	ug/m3	95.89	1.0	Traffic	Urban	19.819	45.2626	78.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 20:00:24
4787	NET-RS002A	Serbian national AQ network	RS0029A	Novi Sad-Rumenacka	SO2	Sulphur dioxide (air)	2020	8.063	ug/m3	98.36	1.0	Traffic	Urban	19.819	45.2626	78.0	E1a/validated data AQ e-Reporting	31/05/2022 20:37:34
4793	NET-RS002A	Serbian national AQ network	RS0029A	Novi Sad-Rumenacka	NO2	Nitrogen dioxide (air)	2020	124.0	ug/m3	97.46	1.0	Traffic	Urban	19.819	45.2626	78.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
4797	NET-RS002A	Serbian national AQ network	RS0029A	Novi Sad-Rumenacka	PM2.5	Particulate matter < 2.5 µm (aerosol)	2021	75.728	ug/m3	93.97	3.0	Traffic	Urban	19.819	45.2626	78.0	E2a/UTD AQ e-Reporting	31/05/2022 20:00:48
4799	NET-RS002A	Serbian national AQ network	RS0030A	Nis-IZJZ	SO2	Sulphur dioxide (air)	2019	20.975	ug/m3	91.23	1.0	Traffic	Urban	21.9135	43.3166	200.0	E1a/validated data AQ e-Reporting	31/05/2022 20:55:10
4800	NET-RS002A	Serbian national AQ network	RS0030A	Nis-IZJZ	SO2	Sulphur dioxide (air)	2020	239.0	ug/m3	86.13	1.0	Traffic	Urban	21.9135	43.3166	200.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
4801	NET-RS002A	Serbian national AQ network	RS0030A	Nis-IZJZ	SO2	Sulphur dioxide (air)	2020	106.0	ug/m3	86.13	1.0	Traffic	Urban	21.9135	43.3166	200.0	E1a/validated data AQ e-Reporting	31/05/2022 20:30:29
4806	NET-RS002A	Serbian national AQ network	RS0030A	Nis-IZJZ	NO2	Nitrogen dioxide (air)	2019	59.741	ug/m3	98.63	1.0	Traffic	Urban	21.9135	43.3166	200.0	E1a/validated data AQ e-Reporting	31/05/2022 20:01:14
4807	NET-RS002A	Serbian national AQ network	RS0030A	Nis-IZJZ	NO2	Nitrogen dioxide (air)	2020	83.8	ug/m3	85.96	1.0	Traffic	Urban	21.9135	43.3166	200.0	E1a/validated data AQ e-Reporting	31/05/2022 20:59:32
4810	NET-RS002A	Serbian national AQ network	RS0030A	Nis-IZJZ	NOX as NO2	Nitrogen oxides (air)	2019	456.49	ug/m3	97.03	1.0	Traffic	Urban	21.9135	43.3166	200.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
4811	NET-RS002A	Serbian national AQ network	RS0035A	Pancevo-Sodara	CO	Carbon monoxide (air)	2020	4.066	mg/m3	100.0	1.0	Industrial	Urban	20.6443	44.863	80.0	E1a/validated data AQ e-Reporting	31/05/2022 20:01:37
4813	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	PM10	Particulate matter < 10 µm (aerosol)	2020	34.3	ug/m3	91.8	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 20:55:46
4815	NET-RS002A	Serbian national AQ network	RS0035A	Pancevo-Sodara	CO	Carbon monoxide (air)	2019	0.0	mg/m3	97.25	1.0	Industrial	Urban	20.6443	44.863	80.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
4823	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	PM10	Particulate matter < 10 µm (aerosol)	2021	30.908	ug/m3	93.63	3.0	Background	Urban	20.4002	44.8032	74.0	E2a/UTD AQ e-Reporting	31/05/2022 19:24:45
4825	NET-RS002A	Serbian national AQ network	RS0005R	Kamenicki vis	SO2	Sulphur dioxide (air)	2021	52.818	ug/m3	93.97	3.0	Background	Rural	21.9477	43.404	804.0	E2a/UTD AQ e-Reporting	31/05/2022 20:00:24
4826	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	PM10	Particulate matter < 10 µm (aerosol)	2021	33.059	ug/m3	91.98	3.0	Background	Urban	20.4002	44.8032	74.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 19:56:28
4827	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	O3	Ozone (air)	2019	82.492	ug/m3	99.73	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:01:26
4828	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	O3	Ozone (air)	2020	34.734	ug/m3	98.63	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:37:54
4833	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	O3	Ozone (air)	2019	58.629	ug/m3	99.45	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:49:42
4834	NET-RS002A	Serbian national AQ network	RS0005R	Kamenicki vis	SO2	Sulphur dioxide (air)	2021	29.506	ug/m3	93.97	3.0	Background	Rural	21.9477	43.404	804.0	E2a/UTD AQ e-Reporting	31/05/2022 20:36:04
4836	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	O3	Ozone (air)	2019	170.0	ug/m3	98.31	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
4839	NET-RS002A	Serbian national AQ network	RS0005R	Kamenicki vis	SO2	Sulphur dioxide (air)	2019	81.5	ug/m3	95.58	1.0	Background	Rural	21.9477	43.404	804.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
4840	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	O3	Ozone (air)	2021	-77.355	ug/m3	93.44	3.0	Background	Urban	20.4002	44.8032	74.0	E2a/UTD AQ e-Reporting	31/05/2022 20:54:52
4841	NET-RS002A	Serbian national AQ network	RS0005R	Kamenicki vis	SO2	Sulphur dioxide (air)	2019	0.56	ug/m3	95.58	1.0	Background	Rural	21.9477	43.404	804.0	E1a/validated data AQ e-Reporting	31/05/2022 20:54:52
4842	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	O3	Ozone (air)	2020	28.3	ug/m3	97.6	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
4844	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	O3	Ozone (air)	2021	44.146	ug/m3	93.44	3.0	Background	Urban	20.4002	44.8032	74.0	E2a/UTD AQ e-Reporting	31/05/2022 20:29:07
4845	NET-RS002A	Serbian national AQ network	RS0005R	Kamenicki vis	SO2	Sulphur dioxide (air)	2021	29.506	ug/m3	93.97	3.0	Background	Rural	21.9477	43.404	804.0	E2a/UTD AQ e-Reporting	31/05/2022 20:35:11
4846	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	O3	Ozone (air)	2020	2.333	count	100.0	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:59:44
4847	NET-RS002A	Serbian national AQ network	RS0005R	Kamenicki vis	SO2	Sulphur dioxide (air)	2021	11.664	ug/m3	93.84	3.0	Background	Rural	21.9477	43.404	804.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 21:16:40
4853	NET-RS002A	Serbian national AQ network	RS0005R	Kamenicki vis	O3	Ozone (air)	2020	20.997	ug/m3	95.36	1.0	Background	Rural	21.9477	43.404	804.0	E1a/validated data AQ e-Reporting	31/05/2022 20:13:56
4860	NET-RS002A	Serbian national AQ network	RS0005R	Kamenicki vis	O3	Ozone (air)	2021	0.0	count	94.01	3.0	Background	Rural	21.9477	43.404	804.0	E2a/UTD AQ e-Reporting	31/05/2022 20:03:47
4862	NET-RS002A	Serbian national AQ network	RS0005R	Kamenicki vis	O3	Ozone (air)	2020	0.0	count	94.54	1.0	Background	Rural	21.9477	43.404	804.0	E1a/validated data AQ e-Reporting	31/05/2022 20:08:36
4864	NET-RS002A	Serbian national AQ network	RS0005R	Kamenicki vis	O3	Ozone (air)	2021	7522.027	ug/m3	93.15	3.0	Background	Rural	21.9477	43.404	804.0	E2a/UTD AQ e-Reporting	31/05/2022 21:31:24
4866	NET-RS002A	Serbian national AQ network	RS0005R	Kamenicki vis	NO2	Nitrogen dioxide (air)	2019	0.0	count	96.72	1.0	Background	Rural	21.9477	43.404	804.0	E1a/validated data AQ e-Reporting	31/05/2022 20:12:43
4868	NET-RS002A	Serbian national AQ network	RS0005R	Kamenicki vis	NOX as NO2	Nitrogen oxides (air)	2020	117.8	ug/m3	84.73	1.0	Background	Rural	21.9477	43.404	804.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
4877	NET-RS002A	Serbian national AQ network	RS0028A	Belgrade-Mostar	SO2	Sulphur dioxide (air)	2020	34.733	ug/m3	98.63	1.0	Traffic	Urban	20.4502	44.7987	83.0	E1a/validated data AQ e-Reporting	31/05/2022 20:55:10
4882	NET-RS002A	Serbian national AQ network	RS0028A	Belgrade-Mostar	SO2	Sulphur dioxide (air)	2021	0.0	ug/m3	94.13	3.0	Traffic	Urban	20.4502	44.7987	83.0	E2a/UTD AQ e-Reporting	31/05/2022 20:54:52
4886	NET-RS002A	Serbian national AQ network	RS0028A	Belgrade-Mostar	SO2	Sulphur dioxide (air)	2021	13.901	ug/m3	94.0	3.0	Traffic	Urban	20.4502	44.7987	83.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 21:16:40
4888	NET-RS002A	Serbian national AQ network	RS0030A	Nis-IZJZ	PM2.5	Particulate matter < 2.5 µm (aerosol)	2021	0.0	ug/m3	93.63	3.0	Traffic	Urban	21.9135	43.3166	200.0	E2a/UTD AQ e-Reporting	31/05/2022 20:54:52
4891	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	SO2	Sulphur dioxide (air)	2021	12.724	ug/m3	92.05	3.0	Background	Urban	19.8357	45.2386	81.0	E2a/UTD AQ e-Reporting	31/05/2022 20:37:34
4893	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	SO2	Sulphur dioxide (air)	2021	-47.498	ug/m3	92.68	3.0	Background	Urban	19.8357	45.2386	81.0	E2a/UTD AQ e-Reporting	31/05/2022 20:54:52
4896	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	SO2	Sulphur dioxide (air)	2021	14.303	ug/m3	93.93	3.0	Background	Urban	19.8357	45.2386	81.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 21:16:40
4897	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	PM10	Particulate matter < 10 µm (aerosol)	2019	25.805	ug/m3	87.95	1.0	Background	Urban	19.8357	45.2386	81.0	E1a/validated data AQ e-Reporting	31/05/2022 20:33:23
4900	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	O3	Ozone (air)	2021	77.073	ug/m3	91.78	3.0	Background	Urban	19.8357	45.2386	81.0	E2a/UTD AQ e-Reporting	31/05/2022 20:49:42
4905	NET-RS002A	Serbian national AQ network	RS0034A	Kikinda	O3	Ozone (air)	2021	0.0	count	94.16	3.0	Background	Urban	20.454	45.8215	78.0	E2a/UTD AQ e-Reporting	31/05/2022 20:03:47
4911	NET-RS002A	Serbian national AQ network	RS0034A	Kikinda	CO	Carbon monoxide (air)	2019	0.006	mg/m3	92.76	1.0	Background	Urban	20.454	45.8215	78.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 20:14:43
4919	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	SO2	Sulphur dioxide (air)	2020	12.177	ug/m3	98.16	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 19:24:45
4921	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	SO2	Sulphur dioxide (air)	2020	42.317	ug/m3	99.45	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:55:10
4924	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	SO2	Sulphur dioxide (air)	2021	188.58	ug/m3	93.58	3.0	Background	Urban	20.4002	44.8032	74.0	E2a/UTD AQ e-Reporting	31/05/2022 20:14:43
4930	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	PM10	Particulate matter < 10 µm (aerosol)	2019	0.62	ug/m3	82.67	1.0	Background	Urban	20.4002	44.8032	74.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 20:54:52
4932	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	O3	Ozone (air)	2019	4894.9	ug/m3	98.1	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 21:34:18
4934	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	O3	Ozone (air)	2020	98.157	ug/m3	98.36	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:36:23
4937	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	O3	Ozone (air)	2020	0.5	ug/m3	97.6	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:54:52
4942	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	NO2	Nitrogen dioxide (air)	2019	24.614	ug/m3	32.83	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 19:56:28
4943	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	NOX as NO2	Nitrogen oxides (air)	2020	23.5	ug/m3	97.94	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
4948	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	NO	Nitrogen monoxide (air)	2019	1.013	ug/m3	98.48	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:54:52
4953	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	PM10	Particulate matter < 10 µm (aerosol)	2020	2.5	ug/m3	91.8	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 20:13:08
4956	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	O3	Ozone (air)	2020	73.33	ug/m3	98.91	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 20:01:26
4960	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	NO	Nitrogen monoxide (air)	2020	457.5	ug/m3	97.94	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
4963	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	SO2	Sulphur dioxide (air)	2019	0.0	count	98.04	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 20:10:09
4964	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	SO2	Sulphur dioxide (air)	2020	33.338	ug/m3	99.45	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 20:35:11
4969	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	O3	Ozone (air)	2019	45.992	ug/m3	100.0	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 21:31:12
4970	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	O3	Ozone (air)	2021	87.687	ug/m3	100.0	3.0	Background	Urban	20.4753	44.797	141.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 21:31:12
4975	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	NO2	Nitrogen dioxide (air)	2020	8.822	ug/m3	99.45	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 20:13:43
4982	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	NOX as NO2	Nitrogen oxides (air)	2019	872.87	ug/m3	96.87	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
4983	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	NOX as NO2	Nitrogen oxides (air)	2020	911.1	ug/m3	98.11	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
4987	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	Pb in PM10	Lead in PM10 (aerosol)	2019	0.003	ug/m3	19.18	1.0	Background	Urban	20.4753	44.797	141.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 19:24:45
4991	NET-RS002A	Serbian national AQ network	RS0038A	Kostolac	SO2	Sulphur dioxide (air)	2021	276.701	ug/m3	90.76	3.0	Industrial	Suburban	21.1734	44.7175	75.0	E2a/UTD AQ e-Reporting	31/05/2022 20:57:06
4992	NET-RS002A	Serbian national AQ network	RS0038A	Kostolac	SO2	Sulphur dioxide (air)	2019	10.9	ug/m3	98.14	1.0	Industrial	Suburban	21.1734	44.7175	75.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
4995	NET-RS002A	Serbian national AQ network	RS0038A	Kostolac	CO	Carbon monoxide (air)	2021	0.659	mg/m3	90.96	3.0	Industrial	Suburban	21.1734	44.7175	75.0	E2a/UTD AQ e-Reporting	31/05/2022 20:49:42
4996	NET-RS002A	Serbian national AQ network	RS0038A	Kostolac	CO	Carbon monoxide (air)	2019	1.595	mg/m3	98.9	1.0	Industrial	Suburban	21.1734	44.7175	75.0	E1a/validated data AQ e-Reporting	31/05/2022 20:01:37
4998	NET-RS002A	Serbian national AQ network	RS0039A	Smederevo-Carina	PM10	Particulate matter < 10 µm (aerosol)	2020	51.023	ug/m3	61.13	1.0	Background	Suburban	20.9317	44.6523	147.0	E1a/validated data AQ e-Reporting	31/05/2022 19:56:28
4999	NET-RS002A	Serbian national AQ network	RS0039A	Smederevo-Carina	NO2	Nitrogen dioxide (air)	2020	0.0	count	96.44	1.0	Background	Suburban	20.9317	44.6523	147.0	E1a/validated data AQ e-Reporting	31/05/2022 20:46:32
5002	NET-RS002A	Serbian national AQ network	RS0039A	Smederevo-Carina	NO	Nitrogen monoxide (air)	2019	1.775	ug/m3	84.71	1.0	Background	Suburban	20.9317	44.6523	147.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 20:54:52
5006	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	SO2	Sulphur dioxide (air)	2021	81.911	ug/m3	93.74	3.0	Background	Urban	19.899	44.273	181.0	E2a/UTD AQ e-Reporting	31/05/2022 20:57:06
5009	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	PM10	Particulate matter < 10 µm (aerosol)	2019	60.136	ug/m3	90.68	1.0	Background	Urban	19.899	44.273	181.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 19:24:45
5010	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	PM10	Particulate matter < 10 µm (aerosol)	2020	125.5	ug/m3	95.36	1.0	Background	Urban	19.899	44.273	181.0	E1a/validated data AQ e-Reporting	31/05/2022 20:33:41
5011	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	PM10	Particulate matter < 10 µm (aerosol)	2020	64.466	ug/m3	92.7	1.0	Background	Urban	19.899	44.273	181.0	E1a/validated data AQ e-Reporting	31/05/2022 19:56:28
5013	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	NO2	Nitrogen dioxide (air)	2021	0.0	count	93.53	3.0	Background	Urban	19.899	44.273	181.0	E2a/UTD AQ e-Reporting	31/05/2022 20:12:43
5018	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	CO	Carbon monoxide (air)	2019	7.874	mg/m3	96.99	1.0	Background	Urban	19.899	44.273	181.0	E1a/validated data AQ e-Reporting	31/05/2022 20:01:37
5021	NET-RS002A	Serbian national AQ network	RS0042A	Bor-Institut	SO2	Sulphur dioxide (air)	2019	0.0	count	98.2	1.0	Industrial	Urban	22.1014	44.0599	389.0	E1a/validated data AQ e-Reporting	31/05/2022 20:40:58
5022	NET-RS002A	Serbian national AQ network	RS0042A	Bor-Institut	SO2	Sulphur dioxide (air)	2020	11.0	count	98.37	1.0	Industrial	Urban	22.1014	44.0599	389.0	E1a/validated data AQ e-Reporting	31/05/2022 20:40:58
5026	NET-RS002A	Serbian national AQ network	RS0042A	Bor-Institut	NO2	Nitrogen dioxide (air)	2021	31.012	ug/m3	93.62	3.0	Industrial	Urban	22.1014	44.0599	389.0	E2a/UTD AQ e-Reporting	31/05/2022 19:24:45
5027	NET-RS002A	Serbian national AQ network	RS0042A	Bor-Institut	NO2	Nitrogen dioxide (air)	2021	140.764	ug/m3	93.62	3.0	Industrial	Urban	22.1014	44.0599	389.0	E2a/UTD AQ e-Reporting	31/05/2022 20:14:43
5032	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	O3	Ozone (air)	2019	0.0	count	98.08	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 20:08:36
5036	NET-RS002A	Serbian national AQ network	RS0029A	Novi Sad-Rumenacka	NO2	Nitrogen dioxide (air)	2020	62.204	ug/m3	99.73	1.0	Traffic	Urban	19.819	45.2626	78.0	E1a/validated data AQ e-Reporting	31/05/2022 20:01:14
5037	NET-RS002A	Serbian national AQ network	RS0029A	Novi Sad-Rumenacka	NO2	Nitrogen dioxide (air)	2019	25.212	ug/m3	94.98	1.0	Traffic	Urban	19.819	45.2626	78.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 20:29:07
5038	NET-RS002A	Serbian national AQ network	RS0029A	Novi Sad-Rumenacka	NO2	Nitrogen dioxide (air)	2019	71.808	ug/m3	97.26	1.0	Traffic	Urban	19.819	45.2626	78.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 20:34:53
5040	NET-RS002A	Serbian national AQ network	RS0029A	Novi Sad-Rumenacka	NOX as NO2	Nitrogen oxides (air)	2019	64.46	ug/m3	63.46	1.0	Traffic	Urban	19.819	45.2626	78.0	E1a/validated data AQ e-Reporting	31/05/2022 19:56:28
5042	NET-RS002A	Serbian national AQ network	RS0030A	Nis-IZJZ	SO2	Sulphur dioxide (air)	2021	0.0	count	92.6	3.0	Traffic	Urban	21.9135	43.3166	200.0	E2a/UTD AQ e-Reporting	31/05/2022 20:47:14
5043	NET-RS002A	Serbian national AQ network	RS0030A	Nis-IZJZ	SO2	Sulphur dioxide (air)	2019	7.858	ug/m3	90.46	1.0	Traffic	Urban	21.9135	43.3166	200.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 20:29:07
5044	NET-RS002A	Serbian national AQ network	RS0030A	Nis-IZJZ	SO2	Sulphur dioxide (air)	2020	9.8	ug/m3	86.13	1.0	Traffic	Urban	21.9135	43.3166	200.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
5045	NET-RS002A	Serbian national AQ network	RS0030A	Nis-IZJZ	SO2	Sulphur dioxide (air)	2019	0.0	count	90.46	1.0	Traffic	Urban	21.9135	43.3166	200.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 20:10:09
